disease,question,label
melanoma,"What's the best way to find out if I have melanoma, diagnosis?",melanoma diagnosis
melanoma,"How can doctors tell if someone has melanoma, diagnosis?",melanoma diagnosis
melanoma,What are some different ways to diagnose melanoma?,melanoma diagnosis
melanoma,"How would a doctor check for melanoma, diagnosis?",melanoma diagnosis
melanoma,Are there any specific tests for diagnosing melanoma?,melanoma diagnosis
malignant neoplasm of lung or carcinoma of lung,what is malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,Tell me about malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,What kind of disease is malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,Can you elaborate on malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,What can you tell me about malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,Could you describe what malignant neoplasm of lung or carcinoma of lung is?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,What information do you have on malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,Could you provide information on malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung definition
malignant neoplasm of lung or carcinoma of lung,What are the usual symptoms of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What are the typical symptoms of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What symptoms can indicate malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What should I watch for if someone is at risk of malignant neoplasm of lung or carcinoma of lung based on their symptoms?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What are the common symptoms for malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,Could you describe the telltale signs and symptoms of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,"If someone suspects they have malignant neoplasm of lung or carcinoma of lung, what symptoms should they be mindful of?",malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,Any symptoms that might suggest malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What symptoms are often associated with malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,What are the symptoms someone might have if they have malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung symptoms
malignant neoplasm of lung or carcinoma of lung,causes of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,causes for malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What causes malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What is the cause of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,Can you explain the causes of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What are the main causes of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What causes the onset of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,Can you tell me what causes malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What are the primary causes of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,How does malignant neoplasm of lung or carcinoma of lung is caused?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,How is malignant neoplasm of lung or carcinoma of lung caused?,malignant neoplasm of lung or carcinoma of lung causes
malignant neoplasm of lung or carcinoma of lung,What are the potential risk factors associated with malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,Who is most likely to be at risk for malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,What factors could increase my risk of developing malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,What are the known risk factors that contribute to the development of malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,Who is generally considered at risk for contracting malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,What conditions or behaviors might increase the risk of getting malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,What are the common risk factors linked with malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,Who is typically at a higher risk for developing malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,Are there any known risk factors that make someone more susceptible to malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,What are the main risk factors that could lead to malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,Who is generally more at risk for experiencing malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung risks
malignant neoplasm of lung or carcinoma of lung,"How do doctors usually figure out if someone has malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,What's the usual way to diagnose malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,"How can I find out if I have malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,What tests do doctors use to diagnose malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,How is malignant neoplasm of lung or carcinoma of lung normally diagnosed?,malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,"What should I expect when getting tested for malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,Are there any methods for diagnosing malignant neoplasm of lung or carcinoma of lung that I can know about?,malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,"What's the best way to find out if I have malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,"How can doctors tell if someone has malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,What are some different ways to diagnose malignant neoplasm of lung or carcinoma of lung?,malignant neoplasm of lung or carcinoma of lung diagnosis
malignant neoplasm of lung or carcinoma of lung,"How would a doctor check for malignant neoplasm of lung or carcinoma of lung, diagnosis?",malignant neoplasm of lung or carcinoma of lung diagnosis
